1964	3	12.042	1	27
1964	4	33.799	0	0
1965	1	33.799	0	0
1965	2	54.655	1	27
1965	3	51.205	0	0
1965	4	51.205	0	0
1966	1	51.205	0	0
1966	2	51.205	0	0
1966	3	51.205	0	0
1966	4	51.205	0	0
1967	1	51.205	0	0
1967	2	51.205	0	0
1967	3	51.205	0	0
1967	4	51.205	0	0
1968	1	51.205	0	0
1968	2	51.205	0	0
1968	3	51.205	0	0
1968	4	51.205	0	0
1969	1	51.205	0	0
1969	2	51.205	0	0
1969	3	51.205	0	0
1969	4	51.205	0	0
1970	1	51.205	0	0
1970	2	51.205	0	0
1970	3	51.205	0	0
1970	4	51.205	0	0
1971	1	51.205	0	0
1971	2	51.205	0	0
1971	3	51.205	0	0
1971	4	51.205	0	0
1972	1	51.205	0	0
1972	2	51.205	0	0
1972	3	51.205	0	0
1972	4	51.205	0	0
1973	1	51.205	0	0
1973	2	51.205	0	0
1973	3	51.205	0	0
1973	4	51.205	0	0
1974	1	51.205	0	0
1974	2	51.205	0	0
1974	3	51.205	0	0
1974	4	51.205	0	0
1975	1	51.205	0	0
1975	2	51.205	0	0
1975	3	51.205	0	0
1975	4	51.205	0	0
1976	1	51.205	0	0
1976	2	51.205	0	0
1976	3	51.205	0	0
1976	4	51.205	0	0
1977	1	47.898	1	27
1977	2	42.624	0	0
1977	3	42.624	0	0
1977	4	42.624	0	0
1978	1	42.624	0	0
1978	2	42.624	0	0
1978	3	42.624	0	0
1978	4	42.624	0	0
1979	1	42.624	0	0
1979	2	42.624	0	0
1979	3	42.624	0	0
1979	4	42.624	0	0
1980	1	42.624	0	0
1980	2	42.624	0	0
1980	3	42.624	0	0
1980	4	42.624	0	0
1981	1	42.624	0	0
1981	2	42.624	0	0
1981	3	42.624	0	0
1981	4	42.624	0	0
1982	1	42.624	0	0
1982	2	42.624	0	0
1982	3	42.624	0	0
1982	4	42.624	0	0
1983	1	42.624	0	0
1983	2	42.624	0	0
1983	3	42.624	0	0
1983	4	42.624	0	0
1984	1	42.624	0	0
1984	2	42.624	0	0
1984	3	42.624	0	0
1984	4	42.624	0	0
1985	1	42.624	0	0
1985	2	42.624	0	0
1985	3	42.624	0	0
1985	4	42.624	0	0
1986	1	42.624	0	0
1986	2	42.624	1	15
1986	3	45.249	0	0
1986	4	45.249	0	0
1987	1	45.249	0	0
1987	2	45.249	0	0
1987	3	45.249	0	0
1987	4	45.249	0	0
1988	1	45.249	0	0
1988	2	45.249	0	0
1988	3	45.249	0	0
1988	4	45.249	0	0
1989	1	45.249	0	0
1989	2	45.249	0	0
1989	3	45.249	0	0
1989	4	45.249	0	0
1990	1	45.249	0	0
1990	2	45.249	0	0
1990	3	45.249	0	0
1990	4	45.249	0	0
1991	1	45.249	0	0
1991	2	45.249	0	0
1991	3	45.249	0	0
1991	4	45.249	0	0
1992	1	45.249	0	0
1992	2	45.249	1	10
1992	3	37.029	0	0
1992	4	37.029	0	0
1993	1	37.029	0	0
1993	2	31.081	1	15
1993	3	31.184	1	27
1993	4	30.867	0	0
1994	1	30.867	0	0
1994	2	30.867	0	0
1994	3	34.020	2	25
1994	4	40.748	0	0
1995	1	43.741	1	27
1995	2	29.550	1	27
1995	3	34.741	2	42
1995	4	36.635	0	0
1996	1	36.635	0	0
1996	2	36.635	0	0
1996	3	36.635	0	0
1996	4	42.078	3	33
1997	1	47.098	0	0
1997	2	47.098	0	0
1997	3	47.098	0	0
1997	4	46.987	1	10
1998	1	48.996	0	0
1998	2	48.996	0	0
1998	3	48.996	0	0
1998	4	48.996	0	0
1999	1	50.552	1	27
1999	2	48.662	0	0
1999	3	47.223	1	10
1999	4	52.191	0	0
2000	1	52.191	0	0
2000	2	52.191	0	0
2000	3	55.988	2	31
2000	4	51.579	1	4
2001	1	51.075	1	27
2001	2	54.398	1	27
2001	3	37.363	2	32
2001	4	35.668	3	59
2002	1	37.914	1	17
2002	2	46.667	1	27
2002	3	41.340	2	37
2002	4	74.542	1	4
2003	1	59.297	0	0
2003	2	48.660	1	27
2003	3	47.637	3	42
2003	4	46.342	0	0
2004	1	48.144	2	32
2004	2	46.176	1	27
2004	3	51.521	0	0
2004	4	55.890	2	5
2005	1	52.071	0	0
2005	2	49.168	1	27
2005	3	48.656	1	17
2005	4	43.285	4	68
2006	1	52.011	1	17
2006	2	54.148	3	59
2006	3	49.446	0	0
2006	4	43.824	1	10
2007	1	44.557	2	32
2007	2	52.575	4	69
2007	3	56.054	0	0
2007	4	56.054	0	0
2008	1	56.054	0	0
2008	2	56.751	1	27
2008	3	60.469	2	32
2008	4	40.555	1	4
2009	1	45.953	1	10
2009	2	47.442	0	0
2009	3	45.703	1	27
2009	4	44.502	0	0
2010	1	44.502	0	0
2010	2	50.635	3	41
2010	3	50.670	3	53
2010	4	53.194	0	0
2011	1	53.194	0	0
2011	2	53.037	1	27
2011	3	53.871	2	32
2011	4	52.101	1	9
2012	1	57.620	0	0
2012	2	59.590	2	37
2012	3	86.127	1	9
2012	4	78.015	0	0
2013	1	69.755	1	9
2013	2	63.131	3	54
2013	3	66.733	0	0
2013	4	75.772	1	17
2014	1	65.105	2	36
2014	2	54.740	1	27
2014	3	56.862	1	9
2014	4	64.533	1	9
2015	1	61.465	1	9
